FECHA CONEXI�N;AREA;NOMBRE ZONA;COMUNA;MODEL;N�MERO CONEXIONES;USAGE (kB);PORCENTAJE USO
26-ene-25;URBANA;027_ZW Parque Alfonso Bonilla Arag�n;14;MR76;38;5100517;130%
26-ene-25;URBANA;027_ZW Parque Alfonso Bonilla Arag�n;14;MR76;21;1202111;31%
26-ene-25;URBANA;028_ZW Parque Yo Amo a Silo�;20;MR76;32;30711050;781%
26-ene-25;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;68;4391550;112%
26-ene-25;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;67;1706450;43%
26-ene-25;URBANA;030_ZW Parque Mutis;1;MR76;63;7775501;198%
26-ene-25;URBANA;031_ZW Cancha Los Azules;21;MR76;26;4739462;120%
26-ene-25;URBANA;032_ZW Parque La Orqueta;20;MR76;64;7912454;201%
26-ene-25;URBANA;034_ZW Parque Villa Colombia;8;MR76;9;96458;2%
26-ene-25;URBANA;035_ZW Parque Colseguros;10;MR76;76;7242583;184%
26-ene-25;URBANA;035_ZW Parque Colseguros;10;MR76;75;2075024;53%
26-ene-25;URBANA;036_ZW Parque India Elena;10;MR76;93;7129320;181%
26-ene-25;URBANA;036_ZW Parque India Elena;10;MR76;125;6594053;168%
26-ene-25;URBANA;037_ZW Parque Tequendama;19;MR76;31;4119275;105%
26-ene-25;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;49;12357160;314%
26-ene-25;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;47;4597942;117%
26-ene-25;URBANA;041_ZW Parque Junin;9;MR76;64;5742469;146%
26-ene-25;URBANA;042_ZW Parque Mariano Ramos;16;MR76;41;3016180;77%
26-ene-25;URBANA;043_ZW Polideportivo Ricardo Balcazar;13;MR76;58;10071457;256%
26-ene-25;URBANA;044_ZW Polideportivo San Benito;11;MR76;29;3358853;85%
26-ene-25;URBANA;045_ZW Parque Santa Anita;17;MR76;17;1442180;37%
26-ene-25;URBANA;046_ZW Sebastian Belalcazar;2;MR76;23;1563678;40%
26-ene-25;URBANA;047_ZW Parque del Mico;11;MR76;21;2642463;67%
26-ene-25;URBANA;049_ZW Cerro 3 Cruces;1;MR76;108;7465751;190%
26-ene-25;URBANA;050_ZW Parque Calima;4;MR76;22;2121709;54%
26-ene-25;URBANA;051_ZW Parque La Merced;2;MR76;12;544892;14%
26-ene-25;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;26;1301358;33%
26-ene-25;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;33;1701490;43%
26-ene-25;URBANA;054_ZW El Diamante;13;MR76;35;5716878;145%
26-ene-25;URBANA;054_ZW El Diamante;13;MR76;13;1401296;36%
26-ene-25;URBANA;055_ZW Polideportivo Petecuy;6;MR76;32;4802675;122%
26-ene-25;URBANA;055_ZW Polideportivo Petecuy;6;MR76;40;6548896;166%
26-ene-25;URBANA;056_ZW Comuna 16;16;MR76;34;158508;4%
26-ene-25;URBANA;056_ZW Comuna 16;16;MR76;29;143652;4%
26-ene-25;RURAL;062_Pichinde;99;MR76;19;553055;738%
26-ene-25;RURAL;063_Los Andes;99;MR76;4;65751;88%
26-ene-25;RURAL;063_Los Andes;99;MR76;34;2662371;3555%
26-ene-25;RURAL;063_Los Andes;99;MR76;36;4207776;5619%
27-ene-25;RURAL;057_La Castilla;99;MR76;4;3994;9%
27-ene-25;RURAL;057_La Castilla;99;MR76;3;457146;1082%
27-ene-25;RURAL;058_La Elvira;99;MR76;2;1249;3%
27-ene-25;RURAL;058_La Elvira;99;MR76;2;735;2%
27-ene-25;RURAL;059_El Saladito;99;MR76;5;77;0%
27-ene-25;RURAL;062_Pichinde;99;MR76;7;359;1%
27-ene-25;RURAL;063_Los Andes;99;MR76;10;1751985;4148%
27-ene-25;RURAL;063_Los Andes;99;MR76;18;129320;306%
27-ene-25;RURAL;063_Los Andes;99;MR76;23;1878350;4448%
28-ene-25;RURAL;057_La Castilla;99;MR76;2;157;0%
28-ene-25;RURAL;058_La Elvira;99;MR76;8;30903;45%
28-ene-25;RURAL;058_La Elvira;99;MR76;9;2000;3%
28-ene-25;RURAL;059_El Saladito;99;MR76;23;561297;810%
28-ene-25;RURAL;062_Pichinde;99;MR76;10;748;1%
28-ene-25;RURAL;063_Los Andes;99;MR76;26;5153489;7439%
28-ene-25;RURAL;063_Los Andes;99;MR76;17;212314;306%
28-ene-25;RURAL;063_Los Andes;99;MR76;22;967044;1396%
29-ene-25;RURAL;057_La Castilla;99;MR76;8;315;0%
29-ene-25;RURAL;057_La Castilla;99;MR76;7;55929;74%
29-ene-25;RURAL;058_La Elvira;99;MR76;7;605442;806%
29-ene-25;RURAL;058_La Elvira;99;MR76;9;17999;24%
29-ene-25;RURAL;059_El Saladito;99;MR76;15;144467;192%
29-ene-25;RURAL;060_Felidia;99;MR76;20;195487;260%
29-ene-25;RURAL;060_Felidia;99;MR76;20;310843;414%
29-ene-25;RURAL;061_La Leonera;99;MR76;17;94127;125%
29-ene-25;RURAL;061_La Leonera;99;MR76;9;100503;134%
29-ene-25;RURAL;062_Pichinde;99;MR76;11;1717490;2287%
29-ene-25;RURAL;063_Los Andes;99;MR76;15;3621769;4822%
29-ene-25;RURAL;063_Los Andes;99;MR76;17;6745;9%
29-ene-25;RURAL;063_Los Andes;99;MR76;23;639685;852%
30-ene-25;RURAL;057_La Castilla;99;MR76;7;2286;1%
30-ene-25;RURAL;057_La Castilla;99;MR76;3;24;0%
30-ene-25;RURAL;058_La Elvira;99;MR76;4;53367;31%
30-ene-25;RURAL;058_La Elvira;99;MR76;1;78;0%
30-ene-25;RURAL;059_El Saladito;99;MR76;21;779456;459%
30-ene-25;RURAL;060_Felidia;99;MR76;46;942430;555%
30-ene-25;RURAL;060_Felidia;99;MR76;37;24286;14%
30-ene-25;RURAL;061_La Leonera;99;MR76;27;948233;558%
30-ene-25;RURAL;061_La Leonera;99;MR76;11;9691187;5708%
30-ene-25;RURAL;062_Pichinde;99;MR76;8;189865;112%
30-ene-25;RURAL;063_Los Andes;99;MR76;9;1961767;1155%
30-ene-25;RURAL;063_Los Andes;99;MR76;20;1774661;1045%
30-ene-25;RURAL;063_Los Andes;99;MR76;18;611411;360%
27-ene-25;URBANA;001_ZW Parque Ingenio;17;MR76;28;2299918;61%
27-ene-25;URBANA;001_ZW Parque Ingenio;17;MR76;30;2005054;53%
27-ene-25;URBANA;002_ZW Canchas Panamericanas;19;MR76;51;2945685;78%
27-ene-25;URBANA;003_ZW Parque del Perro;19;MR76;48;1547695;41%
27-ene-25;URBANA;003_ZW Parque del Perro;19;MR76;46;1915132;51%
27-ene-25;URBANA;004_ZW Parque San Nicolas;3;MR76;53;2319283;61%
27-ene-25;URBANA;004_ZW Parque San Nicolas;3;MR76;57;1899019;50%
27-ene-25;URBANA;005_ZW Parque Barrio Obrero;9;MR76;218;17501960;462%
27-ene-25;URBANA;005_ZW Parque Barrio Obrero;9;MR76;104;7491075;198%
27-ene-25;URBANA;006_ZW Parque Vallado;15;MR76;97;1296426;34%
27-ene-25;URBANA;006_ZW Parque Vallado;15;MR76;120;935568;25%
27-ene-25;URBANA;007_ZW Parque Pizamos;21;MR76;30;2599971;69%
27-ene-25;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;62;9946235;262%
27-ene-25;URBANA;009_ZW Polideportivo Los Almendros;5;MR76;28;635922;17%
27-ene-25;URBANA;009_ZW Polideportivo Los Almendros;5;MR76;25;1044691;28%
27-ene-25;URBANA;010_ZW Parque Antonio Nari�o;16;MR76;49;4493028;118%
27-ene-25;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;29;11033683;291%
27-ene-25;URBANA;013_ZW Parque Llano Verde;15;MR76;32;2699343;71%
27-ene-25;URBANA;014_ZW Centro Cultural Alto Jordan;18;MR76;25;21452077;566%
27-ene-25;URBANA;015_ZW Centro Cultural Comuna 13;13;MR76;35;5215200;138%
27-ene-25;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;44;7961536;210%
27-ene-25;URBANA;017_ZW Conjunto Habitacional Rio Cauca;15;MR76;69;22174801;585%
27-ene-25;URBANA;019_ZW Parque Skate Board;15;MR76;84;9117162;240%
27-ene-25;URBANA;019_ZW Parque Skate Board;15;MR76;76;6309830;166%
27-ene-25;URBANA;020_ZW Parque Petecuy1;6;MR76;26;5246163;138%
27-ene-25;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;82;1796154;47%
27-ene-25;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;78;3813648;101%
27-ene-25;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;10;583779;15%
27-ene-25;URBANA;023_ZW Parque Los Guerreros;21;MR76;56;6634969;175%
27-ene-25;URBANA;024_ZW Museo La Tertulia;2;MR76;39;1362964;36%
27-ene-25;URBANA;024_ZW Museo La Tertulia;2;MR76;36;1220859;32%
27-ene-25;URBANA;025_ZW Parque San Marino;7;MR76;32;54111486;1427%
27-ene-25;URBANA;026_ZW Parque La Flora;2;MR76;69;4741169;125%
27-ene-25;URBANA;026_ZW Parque La Flora;2;MR76;48;536851;14%
27-ene-25;URBANA;027_ZW Parque Alfonso Bonilla Arag�n;14;MR76;46;3882065;102%
27-ene-25;URBANA;027_ZW Parque Alfonso Bonilla Arag�n;14;MR76;28;444686;12%
27-ene-25;URBANA;028_ZW Parque Yo Amo a Silo�;20;MR76;28;10287957;271%
27-ene-25;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;65;3094191;82%
27-ene-25;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;71;7844398;207%
27-ene-25;URBANA;030_ZW Parque Mutis;1;MR76;51;9803441;259%
27-ene-25;URBANA;031_ZW Cancha Los Azules;21;MR76;27;4643893;122%
27-ene-25;URBANA;032_ZW Parque La Orqueta;20;MR76;55;6615392;174%
27-ene-25;URBANA;034_ZW Parque Villa Colombia;8;MR76;16;468801;12%
27-ene-25;URBANA;035_ZW Parque Colseguros;10;MR76;83;4344404;115%
27-ene-25;URBANA;035_ZW Parque Colseguros;10;MR76;80;4657609;123%
27-ene-25;URBANA;036_ZW Parque India Elena;10;MR76;78;3062964;81%
27-ene-25;URBANA;036_ZW Parque India Elena;10;MR76;83;3060084;81%
27-ene-25;URBANA;037_ZW Parque Tequendama;19;MR76;82;7363316;194%
27-ene-25;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;33;14602906;385%
27-ene-25;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;57;8432415;222%
27-ene-25;URBANA;041_ZW Parque Junin;9;MR76;90;5023436;132%
27-ene-25;URBANA;042_ZW Parque Mariano Ramos;16;MR76;54;3416517;90%
27-ene-25;URBANA;043_ZW Polideportivo Ricardo Balcazar;13;MR76;57;16277478;429%
27-ene-25;URBANA;044_ZW Polideportivo San Benito;11;MR76;35;2752283;73%
27-ene-25;URBANA;045_ZW Parque Santa Anita;17;MR76;25;3322138;88%
27-ene-25;URBANA;046_ZW Sebastian Belalcazar;2;MR76;13;975491;26%
27-ene-25;URBANA;047_ZW Parque del Mico;11;MR76;16;1248182;33%
27-ene-25;URBANA;049_ZW Cerro 3 Cruces;1;MR76;18;770097;20%
27-ene-25;URBANA;050_ZW Parque Calima;4;MR76;40;3850959;102%
27-ene-25;URBANA;051_ZW Parque La Merced;2;MR76;25;1300892;34%
27-ene-25;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;36;2448167;65%
27-ene-25;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;54;1807593;48%
27-ene-25;URBANA;054_ZW El Diamante;13;MR76;18;318201;8%
27-ene-25;URBANA;054_ZW El Diamante;13;MR76;2;239334;6%
27-ene-25;URBANA;055_ZW Polideportivo Petecuy;6;MR76;73;9913796;261%
27-ene-25;URBANA;055_ZW Polideportivo Petecuy;6;MR76;65;5364606;141%
27-ene-25;URBANA;056_ZW Comuna 16;16;MR76;28;389624;10%
27-ene-25;URBANA;056_ZW Comuna 16;16;MR76;16;260430;7%
28-ene-25;URBANA;001_ZW Parque Ingenio;17;MR76;34;1262229;38%
28-ene-25;URBANA;001_ZW Parque Ingenio;17;MR76;42;1785533;54%
28-ene-25;URBANA;002_ZW Canchas Panamericanas;19;MR76;47;1484887;45%
28-ene-25;URBANA;003_ZW Parque del Perro;19;MR76;36;1122396;34%
28-ene-25;URBANA;003_ZW Parque del Perro;19;MR76;39;515709;16%
28-ene-25;URBANA;004_ZW Parque San Nicolas;3;MR76;74;5780506;175%
28-ene-25;URBANA;004_ZW Parque San Nicolas;3;MR76;75;2761234;84%
28-ene-25;URBANA;005_ZW Parque Barrio Obrero;9;MR76;219;19011562;577%
28-ene-25;URBANA;005_ZW Parque Barrio Obrero;9;MR76;101;7767827;236%
28-ene-25;URBANA;006_ZW Parque Vallado;15;MR76;76;2274172;69%
28-ene-25;URBANA;006_ZW Parque Vallado;15;MR76;104;1566436;48%
28-ene-25;URBANA;007_ZW Parque Pizamos;21;MR76;44;3725142;113%
28-ene-25;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;52;6993325;212%
28-ene-25;URBANA;009_ZW Polideportivo Los Almendros;5;MR76;20;535701;16%
28-ene-25;URBANA;009_ZW Polideportivo Los Almendros;5;MR76;23;917956;28%
28-ene-25;URBANA;010_ZW Parque Antonio Nari�o;16;MR76;57;7084081;215%
28-ene-25;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;55;2443738;74%
28-ene-25;URBANA;013_ZW Parque Llano Verde;15;MR76;25;3571091;108%
28-ene-25;URBANA;014_ZW Centro Cultural Alto Jordan;18;MR76;27;7428898;225%
28-ene-25;URBANA;015_ZW Centro Cultural Comuna 13;13;MR76;98;11059186;335%
28-ene-25;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;41;2978412;90%
28-ene-25;URBANA;017_ZW Conjunto Habitacional Rio Cauca;15;MR76;81;17089844;518%
28-ene-25;URBANA;019_ZW Parque Skate Board;15;MR76;83;11537929;350%
28-ene-25;URBANA;019_ZW Parque Skate Board;15;MR76;81;6662677;202%
28-ene-25;URBANA;020_ZW Parque Petecuy1;6;MR76;36;8486661;257%
28-ene-25;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;67;3391658;103%
28-ene-25;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;83;2243174;68%
28-ene-25;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;12;367355;11%
28-ene-25;URBANA;023_ZW Parque Los Guerreros;21;MR76;52;1863694;57%
28-ene-25;URBANA;024_ZW Museo La Tertulia;2;MR76;49;2375968;72%
28-ene-25;URBANA;024_ZW Museo La Tertulia;2;MR76;48;1544957;47%
28-ene-25;URBANA;025_ZW Parque San Marino;7;MR76;18;14864183;451%
28-ene-25;URBANA;026_ZW Parque La Flora;2;MR76;72;6719125;204%
28-ene-25;URBANA;026_ZW Parque La Flora;2;MR76;50;2315392;70%
28-ene-25;URBANA;027_ZW Parque Alfonso Bonilla Arag�n;14;MR76;31;4148011;126%
28-ene-25;URBANA;027_ZW Parque Alfonso Bonilla Arag�n;14;MR76;24;2058721;62%
28-ene-25;URBANA;028_ZW Parque Yo Amo a Silo�;20;MR76;36;16722476;507%
28-ene-25;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;47;5150554;156%
28-ene-25;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;57;3581813;109%
28-ene-25;URBANA;030_ZW Parque Mutis;1;MR76;55;4358888;132%
28-ene-25;URBANA;031_ZW Cancha Los Azules;21;MR76;35;5035519;153%
28-ene-25;URBANA;032_ZW Parque La Orqueta;20;MR76;70;5854202;178%
28-ene-25;URBANA;034_ZW Parque Villa Colombia;8;MR76;13;543350;16%
28-ene-25;URBANA;035_ZW Parque Colseguros;10;MR76;84;5019103;152%
28-ene-25;URBANA;035_ZW Parque Colseguros;10;MR76;86;2793674;85%
28-ene-25;URBANA;036_ZW Parque India Elena;10;MR76;72;1829645;55%
28-ene-25;URBANA;036_ZW Parque India Elena;10;MR76;94;3489878;106%
28-ene-25;URBANA;037_ZW Parque Tequendama;19;MR76;78;7097459;215%
28-ene-25;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;31;11194400;340%
28-ene-25;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;62;5400706;164%
28-ene-25;URBANA;041_ZW Parque Junin;9;MR76;101;13652888;414%
28-ene-25;URBANA;042_ZW Parque Mariano Ramos;16;MR76;43;5172923;157%
28-ene-25;URBANA;043_ZW Polideportivo Ricardo Balcazar;13;MR76;56;2312189;70%
28-ene-25;URBANA;044_ZW Polideportivo San Benito;11;MR76;44;3584761;109%
28-ene-25;URBANA;045_ZW Parque Santa Anita;17;MR76;39;3607702;109%
28-ene-25;URBANA;046_ZW Sebastian Belalcazar;2;MR76;10;2164666;66%
28-ene-25;URBANA;047_ZW Parque del Mico;11;MR76;15;1183556;36%
28-ene-25;URBANA;049_ZW Cerro 3 Cruces;1;MR76;167;8657826;263%
28-ene-25;URBANA;050_ZW Parque Calima;4;MR76;61;9760004;296%
28-ene-25;URBANA;051_ZW Parque La Merced;2;MR76;19;2737919;83%
28-ene-25;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;27;140317;4%
28-ene-25;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;48;1259590;38%
28-ene-25;URBANA;054_ZW El Diamante;13;MR76;59;1269242;38%
28-ene-25;URBANA;054_ZW El Diamante;13;MR76;41;1775599;54%
28-ene-25;URBANA;055_ZW Polideportivo Petecuy;6;MR76;72;9940950;302%
28-ene-25;URBANA;055_ZW Polideportivo Petecuy;6;MR76;69;4463894;135%
28-ene-25;URBANA;056_ZW Comuna 16;16;MR76;32;1519611;46%
28-ene-25;URBANA;056_ZW Comuna 16;16;MR76;31;673607;20%
29-ene-25;URBANA;001_ZW Parque Ingenio;17;MR76;33;972012;27%
29-ene-25;URBANA;001_ZW Parque Ingenio;17;MR76;41;3440086;95%
29-ene-25;URBANA;002_ZW Canchas Panamericanas;19;MR76;50;2168813;60%
29-ene-25;URBANA;003_ZW Parque del Perro;19;MR76;44;613428;17%
29-ene-25;URBANA;003_ZW Parque del Perro;19;MR76;37;1170766;32%
29-ene-25;URBANA;004_ZW Parque San Nicolas;3;MR76;62;2816798;78%
29-ene-25;URBANA;004_ZW Parque San Nicolas;3;MR76;66;2741475;76%
29-ene-25;URBANA;005_ZW Parque Barrio Obrero;9;MR76;243;21897751;604%
29-ene-25;URBANA;005_ZW Parque Barrio Obrero;9;MR76;123;7076238;195%
29-ene-25;URBANA;006_ZW Parque Vallado;15;MR76;81;2849807;79%
29-ene-25;URBANA;006_ZW Parque Vallado;15;MR76;110;1987311;55%
29-ene-25;URBANA;007_ZW Parque Pizamos;21;MR76;54;5508388;152%
29-ene-25;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;47;4073723;112%
29-ene-25;URBANA;009_ZW Polideportivo Los Almendros;5;MR76;29;1159816;32%
29-ene-25;URBANA;009_ZW Polideportivo Los Almendros;5;MR76;35;1032577;28%
29-ene-25;URBANA;010_ZW Parque Antonio Nari�o;16;MR76;53;6328351;175%
29-ene-25;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;40;2063403;57%
29-ene-25;URBANA;013_ZW Parque Llano Verde;15;MR76;35;2058760;57%
29-ene-25;URBANA;014_ZW Centro Cultural Alto Jordan;18;MR76;30;13222510;365%
29-ene-25;URBANA;015_ZW Centro Cultural Comuna 13;13;MR76;25;6775994;187%
29-ene-25;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;36;3756849;104%
29-ene-25;URBANA;017_ZW Conjunto Habitacional Rio Cauca;15;MR76;77;24146417;666%
29-ene-25;URBANA;019_ZW Parque Skate Board;15;MR76;75;11447531;316%
29-ene-25;URBANA;019_ZW Parque Skate Board;15;MR76;66;7015924;194%
29-ene-25;URBANA;020_ZW Parque Petecuy1;6;MR76;33;6114642;169%
29-ene-25;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;88;1691797;47%
29-ene-25;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;91;2145728;59%
29-ene-25;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;20;295381;8%
29-ene-25;URBANA;023_ZW Parque Los Guerreros;21;MR76;47;1133197;31%
29-ene-25;URBANA;024_ZW Museo La Tertulia;2;MR76;43;3032644;84%
29-ene-25;URBANA;024_ZW Museo La Tertulia;2;MR76;40;455998;13%
29-ene-25;URBANA;025_ZW Parque San Marino;7;MR76;32;26745511;738%
29-ene-25;URBANA;026_ZW Parque La Flora;2;MR76;67;4243367;117%
29-ene-25;URBANA;026_ZW Parque La Flora;2;MR76;47;651072;18%
29-ene-25;URBANA;027_ZW Parque Alfonso Bonilla Arag�n;14;MR76;37;17173081;474%
29-ene-25;URBANA;027_ZW Parque Alfonso Bonilla Arag�n;14;MR76;26;2201989;61%
29-ene-25;URBANA;028_ZW Parque Yo Amo a Silo�;20;MR76;29;16012838;442%
29-ene-25;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;71;8079591;223%
29-ene-25;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;68;4029640;111%
29-ene-25;URBANA;030_ZW Parque Mutis;1;MR76;60;11970007;330%
29-ene-25;URBANA;031_ZW Cancha Los Azules;21;MR76;30;2918830;81%
29-ene-25;URBANA;032_ZW Parque La Orqueta;20;MR76;77;6659530;184%
29-ene-25;URBANA;034_ZW Parque Villa Colombia;8;MR76;13;883913;24%
29-ene-25;URBANA;035_ZW Parque Colseguros;10;MR76;68;2516705;69%
29-ene-25;URBANA;035_ZW Parque Colseguros;10;MR76;75;3680188;102%
29-ene-25;URBANA;036_ZW Parque India Elena;10;MR76;82;5531204;153%
29-ene-25;URBANA;036_ZW Parque India Elena;10;MR76;85;3099949;86%
29-ene-25;URBANA;037_ZW Parque Tequendama;19;MR76;77;22766691;628%
29-ene-25;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;33;8362313;231%
29-ene-25;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;49;5401922;149%
29-ene-25;URBANA;041_ZW Parque Junin;9;MR76;91;7788038;215%
29-ene-25;URBANA;042_ZW Parque Mariano Ramos;16;MR76;56;3102656;86%
29-ene-25;URBANA;043_ZW Polideportivo Ricardo Balcazar;13;MR76;44;3955759;109%
29-ene-25;URBANA;044_ZW Polideportivo San Benito;11;MR76;34;3136788;87%
29-ene-25;URBANA;045_ZW Parque Santa Anita;17;MR76;27;1631987;45%
29-ene-25;URBANA;046_ZW Sebastian Belalcazar;2;MR76;16;1210850;33%
29-ene-25;URBANA;047_ZW Parque del Mico;11;MR76;23;4624987;128%
29-ene-25;URBANA;049_ZW Cerro 3 Cruces;1;MR76;22;654529;18%
29-ene-25;URBANA;050_ZW Parque Calima;4;MR76;48;3624315;100%
29-ene-25;URBANA;051_ZW Parque La Merced;2;MR76;15;1260353;35%
29-ene-25;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;23;3223005;89%
29-ene-25;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;31;3069402;85%
29-ene-25;URBANA;054_ZW El Diamante;13;MR76;36;1637615;45%
29-ene-25;URBANA;054_ZW El Diamante;13;MR76;26;188261;5%
29-ene-25;URBANA;055_ZW Polideportivo Petecuy;6;MR76;72;12250049;338%
29-ene-25;URBANA;055_ZW Polideportivo Petecuy;6;MR76;63;6066993;167%
29-ene-25;URBANA;056_ZW Comuna 16;16;MR76;35;794993;22%
29-ene-25;URBANA;056_ZW Comuna 16;16;MR76;27;161622;4%
30-ene-25;URBANA;001_ZW Parque Ingenio;17;MR76;33;1826706;67%
30-ene-25;URBANA;001_ZW Parque Ingenio;17;MR76;38;1151202;42%
30-ene-25;URBANA;002_ZW Canchas Panamericanas;19;MR76;43;2611685;96%
30-ene-25;URBANA;003_ZW Parque del Perro;19;MR76;66;7455771;275%
30-ene-25;URBANA;003_ZW Parque del Perro;19;MR76;59;1213513;45%
30-ene-25;URBANA;004_ZW Parque San Nicolas;3;MR76;81;5298720;195%
30-ene-25;URBANA;004_ZW Parque San Nicolas;3;MR76;76;3187044;117%
30-ene-25;URBANA;005_ZW Parque Barrio Obrero;9;MR76;214;11177687;412%
30-ene-25;URBANA;005_ZW Parque Barrio Obrero;9;MR76;80;1902059;70%
30-ene-25;URBANA;006_ZW Parque Vallado;15;MR76;96;1440990;53%
30-ene-25;URBANA;006_ZW Parque Vallado;15;MR76;88;1555433;57%
30-ene-25;URBANA;007_ZW Parque Pizamos;21;MR76;56;2539883;94%
30-ene-25;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;46;3629032;134%
30-ene-25;URBANA;009_ZW Polideportivo Los Almendros;5;MR76;16;609496;22%
30-ene-25;URBANA;009_ZW Polideportivo Los Almendros;5;MR76;26;1460712;54%
30-ene-25;URBANA;010_ZW Parque Antonio Nari�o;16;MR76;44;4137928;152%
30-ene-25;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;52;2550507;94%
30-ene-25;URBANA;013_ZW Parque Llano Verde;15;MR76;30;1152885;42%
30-ene-25;URBANA;014_ZW Centro Cultural Alto Jordan;18;MR76;44;10612805;391%
30-ene-25;URBANA;015_ZW Centro Cultural Comuna 13;13;MR76;31;3966122;146%
30-ene-25;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;43;9044069;333%
30-ene-25;URBANA;017_ZW Conjunto Habitacional Rio Cauca;15;MR76;85;17706501;652%
30-ene-25;URBANA;019_ZW Parque Skate Board;15;MR76;77;5693242;210%
30-ene-25;URBANA;019_ZW Parque Skate Board;15;MR76;26;589289;22%
30-ene-25;URBANA;020_ZW Parque Petecuy1;6;MR76;26;4431586;163%
30-ene-25;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;83;3216106;118%
30-ene-25;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;92;2424002;89%
30-ene-25;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;24;1296599;48%
30-ene-25;URBANA;023_ZW Parque Los Guerreros;21;MR76;43;216208;8%
30-ene-25;URBANA;024_ZW Museo La Tertulia;2;MR76;52;1075216;40%
30-ene-25;URBANA;024_ZW Museo La Tertulia;2;MR76;53;702828;26%
30-ene-25;URBANA;025_ZW Parque San Marino;7;MR76;24;18743108;690%
30-ene-25;URBANA;026_ZW Parque La Flora;2;MR76;68;4395375;162%
30-ene-25;URBANA;026_ZW Parque La Flora;2;MR76;56;1492029;55%
30-ene-25;URBANA;027_ZW Parque Alfonso Bonilla Arag�n;14;MR76;46;7469165;275%
30-ene-25;URBANA;027_ZW Parque Alfonso Bonilla Arag�n;14;MR76;28;3008746;111%
30-ene-25;URBANA;028_ZW Parque Yo Amo a Silo�;20;MR76;38;10754485;396%
30-ene-25;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;85;3768030;139%
30-ene-25;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;67;3780517;139%
30-ene-25;URBANA;030_ZW Parque Mutis;1;MR76;53;6634963;244%
30-ene-25;URBANA;031_ZW Cancha Los Azules;21;MR76;33;2376898;88%
30-ene-25;URBANA;032_ZW Parque La Orqueta;20;MR76;69;5740044;211%
30-ene-25;URBANA;034_ZW Parque Villa Colombia;8;MR76;16;151088;6%
30-ene-25;URBANA;035_ZW Parque Colseguros;10;MR76;80;1061955;39%
30-ene-25;URBANA;035_ZW Parque Colseguros;10;MR76;90;4075571;150%
30-ene-25;URBANA;036_ZW Parque India Elena;10;MR76;69;2748518;101%
30-ene-25;URBANA;036_ZW Parque India Elena;10;MR76;82;1253058;46%
30-ene-25;URBANA;037_ZW Parque Tequendama;19;MR76;83;5798014;214%
